preference,cost,prepTime
-109.28648741415,20.73351258584999,487.71351258584997
-129.23706052530386,27.50293947469615,409.76293947469617
-77.22430730165001,18.085692698349987,262.67569269834996
-98.50800636991922,19.45199363008076,409.59199363008076
-51.58101984984034,14.338980150159667,279.41898015015965
-165.14335189761155,46.97664810238845,321.95664810238844
-149.24622342472696,26.20377657527307,454.7537765752731
-41.41784618520656,13.702153814793439,281.98215381479343
-83.08783303505301,26.61216696494697,134.71216696494696
-145.57107800165002,27.91892199834999,364.82892199835
-85.62640255164999,21.133597448349988,199.37359744834998
-60.19986249637643,19.430137503623566,162.80013750362357
-70.48768896891234,19.92231103108766,162.81231103108766
-57.29896549788611,13.691034502113895,366.8010345021139
-114.24129765161517,34.018702348384814,133.75870234838482
-56.48974348811291,15.150256511887086,241.71025651188708
-86.62595157665,16.71404842334999,539.67404842335
-80.1885309887692,27.69146901123079,94.6114690112308
-89.46907200165,19.61092799834999,352.63092799835
-68.77723832088078,17.762761679119222,279.4227616791192
-156.43884095339692,43.381159046603095,174.3611590466031
-124.38972046415,22.16027953584999,474.61027953585
-152.1289291659027,28.79107083409731,644.7710708340973
-156.28566140029213,31.564338599707842,436.6143385997078
-161.52916515687724,33.04083484312276,281.77083484312277
-68.63704768491925,14.832952315080764,564.4629523150808
-63.715099494118014,15.874900505881975,246.68490050588198
-152.3738102258808,29.79618977411922,419.72618977411923
-173.24426228415007,42.20573771584999,413.65573771584997
-115.15820336545296,20.991796634547,364.641796634547
-134.56815013532264,23.271849864677357,524.4318498646774
-55.49059216361517,19.349407836384835,115.20940783638484
-165.08502845165006,35.754971548349985,401.71497154835
-112.85037855165001,20.10962144834999,614.64962144835
-103.87986385165001,19.800136148349992,579.42013614835
-85.40012842857308,14.359871571426915,638.399871571427
-153.93873837934234,29.66126162065769,474.7612616206577
-87.87004701717876,29.63995298282121,137.42995298282122
-141.41676962210548,30.45323037789453,266.78323037789454
-116.08771730165002,21.712282698349995,519.61228269835
-100.77734994256816,21.01265005743181,246.9226500574318
-80.24485131124766,20.145148688752336,225.05514868875233
-179.75722515566218,36.88277484433781,496.6427748443378
-63.03744011891961,19.81255988108039,239.6625598810804
-135.8271203491613,35.26287965083871,164.27287965083872
-164.15923920433943,34.52076079566059,246.64076079566058
-73.98475491190355,35.96524508809646,84.61524508809646
-108.25818297522072,21.49181702477924,234.64181702477924
-152.42826459239757,29.951735407602417,287.07173540760243
-103.5485268741134,23.171473125886568,201.65147312588658
-87.59742158914999,15.272578410849992,724.60257841085
-105.59237679784928,25.06762320215072,220.90762320215072
-128.43284899753385,24.37715100246613,276.86715100246613
-165.6268245483808,36.57317545161923,511.77317545161924
-164.96855197278745,38.61144802721253,398.73144802721254
-129.7363661811041,40.92363381889589,141.16363381889587
-140.84929238565047,32.510707614349506,206.9507076143495
-161.66114885088467,35.69885114911534,206.63885114911534
-67.1262796410778,25.853720358922196,92.3737203589222
-182.6592843844529,39.7507156155471,503.6407156155471
-172.86908270357313,39.920917296426914,383.9309172964269
-148.48097227463393,31.65902772536606,212.21902772536606
-90.7262181129327,16.273781887067297,654.5737818870673
-136.42450015338187,28.7554998466181,227.27549984661812
-83.56092934790001,23.809070652099994,147.6390706521
-77.59308658780385,15.516913412196146,454.5069134121961
-101.56333302193744,36.71666697806255,129.13666697806255
-73.5147137362654,14.205286263734608,639.3852862637347
-134.79634225503585,27.813657744964132,296.80365774496414
-123.20629140164999,21.79370859834999,639.79370859835
-109.1778874977969,20.33211250220308,279.9221125022031
-195.18196554741925,40.708034452580755,421.8180344525808
-102.86358474395293,28.90641525604707,174.43641525604707
-144.14831073936472,35.61168926063529,191.6516892606353
-61.15882376415,13.511176235849991,609.44117623585
-83.92245318165001,36.89754681834999,99.67754681835
-136.90973109011156,23.040268909888457,684.7902689098885
-143.43051711703458,25.679482882965374,731.7694828829653
-100.86447231376295,17.09552768623705,519.6355276862371
-124.20303477991813,33.69696522008188,156.69696522008186
-98.175778680579,22.95422131942099,161.92422131942098
-90.25112583858865,32.718874161411335,127.24887416141134
-49.18630524175383,18.38369475824617,175.21369475824616
-150.99567387149295,33.59432612850707,276.7043261285071
-38.20288385747396,17.957116142526043,200.39711614252604
-59.26222320147823,16.92777679852177,213.83777679852176
-121.56094201236992,35.39905798763006,144.23905798763008
-118.05085314970314,27.179146850296824,177.04914685029684
-166.84182131703463,33.86817868296537,611.5581786829654
-71.48116404294822,17.20883595705176,400.01883595705175
-116.94293723915001,22.37706276084999,449.55706276085
-79.81807052426501,19.041929475735,382.581929475735
-132.5570921423417,30.20290785765829,196.6429078576583
-166.97878558626542,34.8212144137346,561.7212144137346
-55.657787542649714,22.76221245735029,135.2422124573503
-178.15810614658585,37.56189385341413,423.6418938534141
-131.35734521795578,22.62265478204425,649.6426547820442
-117.03428057756668,29.185719422433316,167.06571942243332
-147.86330032737783,43.61669967262222,133.6366996726222
-102.2561955852205,32.23380441477949,164.64380441477948
